"","Participant","CategoryStructure","Manipulation","Trials","System","NegativeZ"
"652",326,"II","task",49,"Explicit",NA
"653",327,"RB","control",17,"Explicit",NA
"654",327,"II","control",52,"Explicit",NA
"655",328,"RB","task",89,"Explicit",1
"656",328,"II","task",91,"Explicit",1
"657",329,"RB","control",8,"Explicit",NA
"658",329,"II","control",27,"Explicit",NA
"659",330,"RB","task",73,"Explicit",1
"660",330,"II","task",67,"Explicit",NA
"661",331,"RB","control",8,"Explicit",NA
"662",331,"II","control",31,"Explicit",NA
"663",332,"RB","task",146,"Procedural",1
"664",332,"II","task",60,"Explicit",1
"665",333,"RB","control",8,"Explicit",NA
"666",333,"II","control",57,"Explicit",NA
"667",334,"RB","task",8,"Explicit",NA
"668",334,"II","task",14,"Explicit",NA
"669",335,"RB","control",9,"Explicit",NA
"670",335,"II","control",132,"Explicit",1
"671",336,"RB","task",NA,NA,1
"672",336,"II","task",37,"Explicit",NA
"673",337,"RB","control",26,"Explicit",NA
"674",337,"II","control",89,"Explicit",NA
"675",338,"RB","task",79,"Procedural",1
"676",338,"II","task",32,"Explicit",NA
"677",339,"RB","control",12,"Explicit",NA
"678",339,"II","control",67,"Explicit",NA
"679",340,"RB","task",8,"Explicit",NA
"680",340,"II","task",84,"Explicit",NA
"681",341,"RB","control",10,"Explicit",NA
"682",341,"II","control",99,"Explicit",1
"683",342,"RB","task",8,"Explicit",NA
"684",342,"II","task",30,"Explicit",NA
"685",343,"RB","control",9,"Explicit",NA
"686",343,"II","control",19,"Explicit",NA
"687",344,"RB","task",20,"Explicit",NA
"688",344,"II","task",70,"Explicit",1
"689",345,"RB","control",15,"Explicit",NA
"690",345,"II","control",145,"Explicit",1
"691",346,"RB","task",21,"Explicit",NA
"692",346,"II","task",46,"Explicit",NA
"693",347,"RB","control",11,"Explicit",NA
"694",347,"II","control",23,"Explicit",NA
"695",348,"RB","task",25,"Explicit",NA
"696",348,"II","task",142,"Explicit",1
"697",349,"RB","control",11,"Explicit",NA
"698",349,"II","control",68,"Explicit",NA
"699",350,"RB","task",51,"Explicit",1
"700",350,"II","task",8,"Explicit",NA
"701",351,"RB","control",11,"Explicit",NA
"702",351,"II","control",NA,NA,1
"703",352,"RB","task",8,"Explicit",NA
"704",352,"II","task",113,"Procedural",1
"705",353,"RB","control",22,"Explicit",NA
"706",353,"II","control",NA,NA,1
"707",354,"RB","task",49,"Explicit",1
"708",354,"II","task",64,"Explicit",NA
"709",355,"RB","control",25,"Explicit",NA
"710",355,"II","control",173,"Explicit",1
"711",356,"RB","task",74,"Procedural",1
"712",356,"II","task",155,"Procedural",1
"713",357,"RB","control",20,"Explicit",NA
"714",357,"II","control",112,"Explicit",NA
"715",358,"RB","task",8,"Explicit",NA
"716",358,"II","task",8,"Explicit",NA
"717",359,"RB","control",32,"Explicit",NA
"718",359,"II","control",26,"Explicit",NA
"719",360,"RB","task",49,"Procedural",1
"720",360,"II","task",147,"Explicit",1
"721",361,"RB","control",9,"Explicit",NA
"722",361,"II","control",99,"Explicit",NA
"723",362,"RB","task",64,"Explicit",1
"724",362,"II","task",18,"Explicit",NA
"725",363,"RB","control",14,"Explicit",NA
"726",363,"II","control",26,"Explicit",NA
"727",364,"RB","task",8,"Explicit",NA
"728",364,"II","task",37,"Explicit",NA
"729",365,"RB","control",9,"Explicit",NA
"730",365,"II","control",15,"Explicit",NA
"731",366,"RB","task",NA,NA,1
"732",366,"II","task",91,"Explicit",1
"733",367,"RB","control",8,"Explicit",NA
"734",367,"II","control",11,"Explicit",NA
"735",368,"RB","task",34,"Explicit",NA
"736",368,"II","task",44,"Explicit",NA
"737",369,"RB","control",19,"Explicit",NA
"738",369,"II","control",18,"Explicit",NA
"739",370,"RB","task",162,"Procedural",1
"740",370,"II","task",29,"Explicit",NA
"741",371,"RB","control",9,"Explicit",NA
"742",371,"II","control",199,"Procedural",1
"743",372,"RB","task",104,"Explicit",1
"744",372,"II","task",25,"Explicit",NA
"745",373,"RB","control",19,"Explicit",NA
"746",373,"II","control",142,"Explicit",1
"747",374,"RB","task",49,"Explicit",1
"748",374,"II","task",14,"Explicit",NA
"749",375,"RB","control",12,"Explicit",NA
"750",375,"II","control",70,"Explicit",NA
"751",376,"RB","task",184,"Explicit",1
"752",376,"II","task",NA,NA,1
"753",377,"RB","control",16,"Explicit",NA
"754",377,"II","control",74,"Explicit",NA
"755",378,"RB","task",8,"Explicit",NA
"756",378,"II","task",75,"Explicit",1
"757",379,"RB","control",15,"Explicit",NA
"758",379,"II","control",39,"Explicit",NA
"759",380,"RB","task",23,"Explicit",NA
"760",380,"II","task",NA,NA,1
"761",381,"RB","control",17,"Explicit",NA
"762",381,"II","control",54,"Explicit",NA
"763",382,"RB","task",NA,NA,1
"764",382,"II","task",8,"Explicit",NA
"765",383,"RB","control",21,"Explicit",NA
"766",383,"II","control",30,"Explicit",NA
"767",384,"RB","task",9,"Explicit",NA
"768",384,"II","task",8,"Explicit",NA
"769",385,"RB","control",16,"Explicit",NA
"770",385,"II","control",24,"Explicit",NA
"771",386,"RB","task",8,"Explicit",NA
"772",386,"II","task",157,"Explicit",1
"773",387,"RB","control",9,"Explicit",NA
"774",387,"II","control",52,"Explicit",NA
"775",388,"RB","task",44,"Explicit",NA
"776",388,"II","task",43,"Explicit",NA
"777",389,"RB","control",13,"Explicit",NA
"778",389,"II","control",93,"Explicit",NA
"779",390,"RB","task",39,"Explicit",NA
"780",390,"II","task",20,"Explicit",NA
"781",391,"RB","control",23,"Explicit",NA
"782",391,"II","control",8,"Explicit",NA
"783",392,"RB","task",59,"Explicit",1
"784",392,"II","task",38,"Explicit",NA
"785",393,"RB","control",9,"Explicit",NA
"786",393,"II","control",56,"Explicit",NA
"787",394,"RB","task",NA,NA,1
"788",394,"II","task",155,"Explicit",1
"789",395,"RB","control",34,"Explicit",NA
"790",395,"II","control",40,"Explicit",NA
"791",396,"RB","task",140,"Explicit",1
"792",396,"II","task",19,"Explicit",NA
"793",397,"RB","control",11,"Explicit",NA
"794",397,"II","control",29,"Explicit",NA
"795",398,"RB","task",103,"Explicit",1
"796",398,"II","task",123,"Explicit",1
"797",399,"RB","control",8,"Explicit",NA
"798",399,"II","control",52,"Explicit",NA
"799",400,"RB","task",138,"Procedural",1
"800",400,"II","task",46,"Explicit",NA
"801",401,"RB","control",8,"Explicit",NA
"802",401,"II","control",66,"Explicit",NA
"803",402,"RB","task",25,"Explicit",NA
"804",402,"II","task",28,"Explicit",NA
"805",403,"RB","control",8,"Explicit",NA
"806",403,"II","control",NA,NA,1
"807",404,"RB","task",42,"Explicit",NA
"808",404,"II","task",110,"Explicit",1
"809",405,"RB","control",8,"Explicit",NA
"810",405,"II","control",37,"Explicit",NA
"811",406,"RB","task",50,"Explicit",1
"812",406,"II","task",19,"Explicit",NA
"813",407,"RB","control",12,"Explicit",NA
"814",407,"II","control",76,"Explicit",NA
"815",408,"RB","task",132,"Explicit",1
"816",408,"II","task",18,"Explicit",NA
"817",409,"RB","control",21,"Explicit",NA
"818",409,"II","control",116,"Explicit",1
"819",410,"RB","task",195,"Procedural",1
"820",410,"II","task",65,"Explicit",NA
"821",411,"RB","control",45,"Explicit",NA
"822",411,"II","control",45,"Explicit",NA
"823",412,"RB","task",57,"Procedural",1
"824",412,"II","task",113,"Procedural",1
"825",413,"RB","control",19,"Explicit",NA
"826",413,"II","control",196,"Explicit",1
"827",414,"RB","task",28,"Explicit",NA
"828",414,"II","task",76,"Explicit",1
"829",415,"RB","control",8,"Explicit",NA
"830",415,"II","control",140,"Procedural",1
"831",416,"RB","task",8,"Explicit",NA
"832",416,"II","task",21,"Explicit",NA
"833",417,"RB","control",10,"Explicit",NA
"834",417,"II","control",147,"Explicit",NA
"835",418,"RB","task",9,"Explicit",NA
"836",418,"II","task",34,"Explicit",NA
"837",419,"RB","control",13,"Explicit",NA
"838",419,"II","control",26,"Explicit",NA
"839",420,"RB","task",8,"Explicit",NA
"840",420,"II","task",121,"Explicit",1
"841",421,"RB","control",13,"Explicit",NA
"842",421,"II","control",85,"Explicit",NA
"843",422,"RB","task",49,"Explicit",1
"844",422,"II","task",25,"Explicit",NA
"845",423,"RB","control",12,"Explicit",NA
"846",423,"II","control",17,"Explicit",NA
"847",424,"RB","task",51,"Explicit",1
"848",424,"II","task",52,"Explicit",1
"849",425,"RB","control",10,"Explicit",NA
"850",425,"II","control",138,"Explicit",NA
"851",426,"RB","task",133,"Explicit",1
"852",426,"II","task",119,"Explicit",1
"853",427,"RB","control",28,"Explicit",NA
"854",427,"II","control",NA,NA,1
"855",428,"RB","task",32,"Explicit",NA
"856",428,"II","task",49,"Explicit",NA
"857",429,"RB","control",12,"Explicit",NA
"858",429,"II","control",50,"Explicit",NA
"859",430,"RB","task",146,"Procedural",1
"860",430,"II","task",34,"Explicit",NA
"861",431,"RB","control",17,"Explicit",NA
"862",431,"II","control",187,"Explicit",1
"863",432,"RB","task",111,"Procedural",1
"864",432,"II","task",27,"Explicit",NA
"865",433,"RB","control",8,"Explicit",NA
"866",433,"II","control",85,"Procedural",NA
"867",434,"RB","task",8,"Explicit",NA
"868",434,"II","task",10,"Explicit",NA
"869",435,"RB","control",16,"Explicit",NA
"870",435,"II","control",17,"Explicit",NA
"871",436,"RB","task",10,"Explicit",NA
"872",436,"II","task",100,"Explicit",1
"873",437,"RB","control",8,"Explicit",NA
"874",437,"II","control",28,"Explicit",NA
"875",438,"RB","task",26,"Explicit",NA
"876",438,"II","task",NA,NA,1
"877",439,"RB","control",10,"Explicit",NA
"878",439,"II","control",NA,NA,1
"879",440,"RB","task",81,"Explicit",1
"880",440,"II","task",45,"Explicit",NA
"881",441,"RB","control",8,"Explicit",NA
"882",441,"II","control",18,"Explicit",NA
"883",442,"RB","task",45,"Explicit",1
"884",442,"II","task",47,"Explicit",NA
"885",443,"RB","control",31,"Explicit",NA
"886",443,"II","control",63,"Explicit",NA
"887",444,"RB","task",8,"Explicit",NA
"888",444,"II","task",147,"Explicit",1
"889",445,"RB","control",8,"Explicit",NA
"890",445,"II","control",75,"Explicit",NA
"891",446,"RB","task",87,"Procedural",1
"892",446,"II","task",107,"Explicit",1
"893",447,"RB","control",8,"Explicit",NA
"894",447,"II","control",NA,NA,1
"895",448,"RB","task",8,"Explicit",NA
"896",448,"II","task",30,"Explicit",NA
"897",449,"RB","control",8,"Explicit",NA
"898",449,"II","control",70,"Explicit",NA
"899",450,"RB","task",8,"Explicit",NA
"900",450,"II","task",86,"Explicit",1
"901",451,"RB","control",12,"Explicit",NA
"902",451,"II","control",83,"Explicit",NA
"903",452,"RB","task",NA,NA,1
"904",452,"II","task",25,"Explicit",NA
"905",453,"RB","control",10,"Explicit",NA
"906",453,"II","control",10,"Explicit",NA
"907",454,"RB","task",33,"Explicit",NA
"908",454,"II","task",34,"Explicit",NA
"909",455,"RB","control",18,"Explicit",NA
"910",455,"II","control",143,"Explicit",1
"911",456,"RB","task",16,"Explicit",NA
"912",456,"II","task",27,"Explicit",NA
"913",457,"RB","control",11,"Explicit",NA
"914",457,"II","control",22,"Explicit",NA
"915",458,"RB","task",47,"Explicit",NA
"916",458,"II","task",35,"Explicit",NA
"917",459,"RB","control",11,"Explicit",NA
"918",459,"II","control",117,"Explicit",NA
"919",460,"RB","task",18,"Explicit",NA
"920",460,"II","task",94,"Explicit",NA
"921",461,"RB","control",16,"Explicit",NA
"922",461,"II","control",166,"Procedural",1
"923",462,"RB","task",13,"Explicit",NA
"924",462,"II","task",31,"Explicit",NA
"925",463,"RB","control",8,"Explicit",NA
"926",463,"II","control",66,"Explicit",NA
"927",464,"RB","task",8,"Explicit",NA
"928",464,"II","task",8,"Explicit",NA
"929",465,"RB","control",15,"Explicit",NA
"930",465,"II","control",47,"Explicit",NA
"931",466,"RB","task",16,"Explicit",NA
"932",466,"II","task",187,"Explicit",1
"933",467,"RB","control",30,"Explicit",NA
"934",467,"II","control",NA,NA,1
"935",468,"RB","task",48,"Explicit",1
"936",468,"II","task",67,"Explicit",NA
"937",469,"RB","control",47,"Explicit",NA
"938",469,"II","control",13,"Explicit",NA
"939",470,"RB","task",43,"Explicit",1
"940",470,"II","task",127,"Explicit",1
"941",471,"RB","control",33,"Explicit",NA
"942",471,"II","control",160,"Procedural",NA
"943",472,"RB","task",8,"Explicit",NA
"944",472,"II","task",155,"Explicit",1
"945",473,"RB","control",8,"Explicit",NA
"946",473,"II","control",118,"Explicit",NA
"947",474,"RB","task",139,"Explicit",1
"948",474,"II","task",158,"Explicit",1
"949",475,"RB","control",36,"Explicit",NA
"950",475,"II","control",12,"Explicit",NA
"951",476,"RB","task",58,"Explicit",1
"952",476,"II","task",36,"Explicit",NA
"953",477,"RB","control",8,"Explicit",NA
"954",477,"II","control",10,"Explicit",NA
"955",478,"RB","task",142,"Explicit",1
"956",478,"II","task",153,"Explicit",1
"957",479,"RB","control",14,"Explicit",NA
"958",479,"II","control",18,"Explicit",NA
"959",480,"RB","task",84,"Explicit",1
"960",480,"II","task",8,"Explicit",NA
"961",481,"RB","control",33,"Explicit",NA
"962",481,"II","control",24,"Explicit",NA
"963",482,"RB","task",124,"Explicit",1
"964",482,"II","task",43,"Explicit",NA
"965",483,"RB","control",24,"Explicit",NA
"966",483,"II","control",140,"Explicit",1
"967",484,"RB","task",NA,NA,1
"968",484,"II","task",20,"Explicit",NA
"969",485,"RB","control",21,"Explicit",NA
"970",485,"II","control",82,"Explicit",NA
"971",486,"RB","task",8,"Explicit",NA
"972",486,"II","task",8,"Explicit",NA
"973",487,"RB","control",9,"Explicit",NA
"974",487,"II","control",56,"Explicit",NA
"975",488,"RB","task",85,"Explicit",1
"976",488,"II","task",NA,NA,1
"977",489,"RB","control",13,"Explicit",NA
"978",489,"II","control",22,"Explicit",NA
"979",490,"RB","task",80,"Explicit",1
"980",490,"II","task",12,"Explicit",NA
"981",491,"RB","control",13,"Explicit",NA
"982",491,"II","control",132,"Explicit",1
"983",492,"RB","task",134,"Procedural",1
"984",492,"II","task",121,"Explicit",1
"985",493,"RB","control",17,"Explicit",NA
"986",493,"II","control",NA,NA,1
"987",494,"RB","task",71,"Explicit",1
"988",494,"II","task",47,"Explicit",NA
"989",495,"RB","control",8,"Explicit",NA
"990",495,"II","control",20,"Explicit",NA
"991",496,"RB","task",27,"Explicit",NA
"992",496,"II","task",21,"Explicit",NA
"993",497,"RB","control",14,"Explicit",NA
"994",497,"II","control",43,"Explicit",NA
"995",498,"RB","task",13,"Explicit",NA
"996",498,"II","task",100,"Explicit",NA
"997",499,"RB","control",15,"Explicit",NA
"998",499,"II","control",37,"Explicit",NA
"999",500,"RB","task",197,"Explicit",1
"1000",500,"II","task",44,"Explicit",NA
"1001",501,"RB","control",34,"Explicit",NA
"1002",501,"II","control",93,"Explicit",NA
"1003",502,"RB","task",133,"Explicit",1
"1004",502,"II","task",12,"Explicit",NA
"1005",503,"RB","control",9,"Explicit",NA
"1006",503,"II","control",54,"Explicit",NA
"1007",504,"RB","task",100,"Procedural",1
"1008",504,"II","task",13,"Explicit",NA
"1009",505,"RB","control",9,"Explicit",NA
"1010",505,"II","control",20,"Explicit",NA
"1011",506,"RB","task",118,"Procedural",1
"1012",506,"II","task",131,"Explicit",1
"1013",507,"RB","control",8,"Explicit",NA
"1014",507,"II","control",69,"Explicit",NA
"1015",508,"RB","task",8,"Explicit",NA
"1016",508,"II","task",94,"Explicit",1
"1017",509,"RB","control",23,"Explicit",NA
"1018",509,"II","control",115,"Explicit",NA
"1019",510,"RB","task",49,"Explicit",NA
"1020",510,"II","task",31,"Explicit",NA
"1021",511,"RB","control",11,"Explicit",NA
"1022",511,"II","control",75,"Explicit",NA
"1023",512,"RB","task",8,"Explicit",NA
"1024",512,"II","task",79,"Explicit",1
"1025",513,"RB","control",10,"Explicit",NA
"1026",513,"II","control",NA,NA,1
"1027",514,"RB","task",8,"Explicit",NA
"1028",514,"II","task",118,"Explicit",1
"1029",515,"RB","control",27,"Explicit",NA
"1030",515,"II","control",36,"Explicit",NA
"1031",516,"RB","task",8,"Explicit",NA
"1032",516,"II","task",45,"Explicit",NA
"1033",517,"RB","control",19,"Explicit",NA
"1034",517,"II","control",28,"Explicit",NA
"1035",518,"RB","task",NA,NA,1
"1036",518,"II","task",45,"Explicit",NA
"1037",519,"RB","control",8,"Explicit",NA
"1038",519,"II","control",146,"Procedural",NA
"1039",520,"RB","task",31,"Explicit",NA
"1040",520,"II","task",134,"Explicit",1
"1041",521,"RB","control",8,"Explicit",NA
"1042",521,"II","control",9,"Explicit",NA
"1043",522,"RB","task",8,"Explicit",NA
"1044",522,"II","task",14,"Explicit",NA
"1045",523,"RB","control",15,"Explicit",NA
"1046",523,"II","control",8,"Explicit",NA
"1047",524,"RB","task",8,"Explicit",NA
"1048",524,"II","task",39,"Explicit",NA
"1049",525,"RB","control",20,"Explicit",NA
"1050",525,"II","control",87,"Explicit",NA
"1051",526,"RB","task",14,"Explicit",NA
"1052",526,"II","task",83,"Explicit",NA
"1053",527,"RB","control",34,"Explicit",NA
"1054",527,"II","control",93,"Explicit",NA
"1055",528,"RB","task",8,"Explicit",NA
"1056",528,"II","task",36,"Explicit",NA
"1057",529,"RB","control",11,"Explicit",NA
"1058",529,"II","control",41,"Explicit",NA
"1059",530,"RB","task",8,"Explicit",NA
"1060",530,"II","task",179,"Procedural",1
"1061",531,"RB","control",24,"Explicit",NA
"1062",531,"II","control",38,"Explicit",NA
"1063",532,"RB","task",8,"Explicit",NA
"1064",532,"II","task",18,"Explicit",NA
"1065",533,"RB","control",37,"Explicit",NA
"1066",533,"II","control",NA,NA,1
"1067",534,"RB","task",25,"Explicit",NA
"1068",534,"II","task",16,"Explicit",NA
"1069",535,"RB","control",19,"Explicit",NA
"1070",535,"II","control",64,"Explicit",NA
"1071",536,"RB","task",NA,NA,1
"1072",536,"II","task",39,"Explicit",NA
"1073",537,"RB","control",8,"Explicit",NA
"1074",537,"II","control",135,"Explicit",NA
"1075",538,"RB","task",60,"Explicit",1
"1076",538,"II","task",10,"Explicit",NA
"1077",539,"RB","control",9,"Explicit",NA
"1078",539,"II","control",198,"Explicit",1
"1079",540,"RB","task",NA,NA,1
"1080",540,"II","task",44,"Explicit",NA
"1081",541,"RB","control",25,"Explicit",NA
"1082",541,"II","control",19,"Explicit",NA
"1083",542,"RB","task",98,"Explicit",1
"1084",542,"II","task",78,"Explicit",1
"1085",543,"RB","control",11,"Explicit",NA
"1086",543,"II","control",16,"Explicit",NA
"1087",544,"RB","task",NA,NA,1
"1088",544,"II","task",109,"Procedural",1
"1089",545,"RB","control",8,"Explicit",NA
"1090",545,"II","control",NA,NA,1
"1091",546,"RB","task",115,"Explicit",1
"1092",546,"II","task",59,"Procedural",NA
"1093",547,"RB","control",12,"Explicit",NA
"1094",547,"II","control",60,"Explicit",NA
"1095",548,"RB","task",8,"Explicit",NA
"1096",548,"II","task",81,"Explicit",1
"1097",549,"RB","control",8,"Explicit",NA
"1098",549,"II","control",53,"Explicit",NA
"1099",550,"RB","task",128,"Explicit",1
"1100",550,"II","task",87,"Explicit",1
"1101",551,"RB","control",15,"Explicit",NA
"1102",551,"II","control",20,"Explicit",NA
"1103",552,"RB","task",22,"Explicit",NA
"1104",552,"II","task",NA,NA,1
"1105",553,"RB","control",10,"Explicit",NA
"1106",553,"II","control",55,"Explicit",NA
"1107",554,"RB","task",173,"Explicit",1
"1108",554,"II","task",12,"Explicit",NA
"1109",555,"RB","control",12,"Explicit",NA
"1110",555,"II","control",30,"Explicit",NA
"1111",556,"RB","task",129,"Procedural",1
"1112",556,"II","task",33,"Explicit",NA
"1113",557,"RB","control",21,"Explicit",NA
"1114",557,"II","control",77,"Explicit",NA
"1115",558,"RB","task",52,"Explicit",1
"1116",558,"II","task",176,"Explicit",1
"1117",559,"RB","control",8,"Explicit",NA
"1118",559,"II","control",111,"Procedural",NA
"1119",560,"RB","task",85,"Explicit",1
"1120",560,"II","task",9,"Explicit",NA
"1121",561,"RB","control",21,"Explicit",NA
"1122",561,"II","control",177,"Procedural",1
"1123",562,"RB","task",NA,NA,1
"1124",562,"II","task",37,"Explicit",NA
"1125",563,"RB","control",15,"Explicit",NA
"1126",563,"II","control",8,"Explicit",NA
"1127",564,"RB","task",NA,NA,1
"1128",564,"II","task",141,"Explicit",1
"1129",565,"RB","control",14,"Explicit",NA
"1130",565,"II","control",70,"Explicit",NA
"1131",566,"RB","task",8,"Explicit",NA
"1132",566,"II","task",67,"Explicit",NA
"1133",567,"RB","control",12,"Explicit",NA
